sample_id,source_sample_id,vehicle_id,source_absolute_path,original_length,target_length,regularization_method,long_mode,window_index,window_start_index,window_end_index,label_absolute_path,label_delta_displacement_path,start_path,max_reconstruction_error,coordinate_type,valid_or_skipped,skip_reason
sample_007267,sample_007267,veh5684,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007267.npy,111,224,bounce_reflect_padding,truncate,0,0,111,labels_absolute/sample_007267.npy,labels_delta_displacement/sample_007267.npy,starts/sample_007267.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007268,sample_007268,veh5685,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007268.npy,84,224,bounce_reflect_padding,truncate,0,0,84,labels_absolute/sample_007268.npy,labels_delta_displacement/sample_007268.npy,starts/sample_007268.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007269,sample_007269,veh5686,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007269.npy,123,224,bounce_reflect_padding,truncate,0,0,123,labels_absolute/sample_007269.npy,labels_delta_displacement/sample_007269.npy,starts/sample_007269.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007270,sample_007270,veh5687,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007270.npy,103,224,bounce_reflect_padding,truncate,0,0,103,labels_absolute/sample_007270.npy,labels_delta_displacement/sample_007270.npy,starts/sample_007270.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007271,sample_007271,veh5688,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007271.npy,336,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007271.npy,labels_delta_displacement/sample_007271.npy,starts/sample_007271.npy,1.1368683772161603e-13,delta_displacement_xy_regularized_224,valid,
sample_007272,sample_007272,veh5689,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007272.npy,127,224,bounce_reflect_padding,truncate,0,0,127,labels_absolute/sample_007272.npy,labels_delta_displacement/sample_007272.npy,starts/sample_007272.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007273,sample_007273,veh569,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007273.npy,255,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007273.npy,labels_delta_displacement/sample_007273.npy,starts/sample_007273.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007274,sample_007274,veh5690,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007274.npy,209,224,bounce_reflect_padding,truncate,0,0,209,labels_absolute/sample_007274.npy,labels_delta_displacement/sample_007274.npy,starts/sample_007274.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007275,sample_007275,veh5691,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007275.npy,288,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007275.npy,labels_delta_displacement/sample_007275.npy,starts/sample_007275.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007276,sample_007276,veh5692,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007276.npy,134,224,bounce_reflect_padding,truncate,0,0,134,labels_absolute/sample_007276.npy,labels_delta_displacement/sample_007276.npy,starts/sample_007276.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007277,sample_007277,veh5693,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007277.npy,24,224,bounce_reflect_padding,truncate,0,0,24,labels_absolute/sample_007277.npy,labels_delta_displacement/sample_007277.npy,starts/sample_007277.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007278,sample_007278,veh5694,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007278.npy,113,224,bounce_reflect_padding,truncate,0,0,113,labels_absolute/sample_007278.npy,labels_delta_displacement/sample_007278.npy,starts/sample_007278.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007279,sample_007279,veh5695,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007279.npy,214,224,bounce_reflect_padding,truncate,0,0,214,labels_absolute/sample_007279.npy,labels_delta_displacement/sample_007279.npy,starts/sample_007279.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007280,sample_007280,veh5696,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007280.npy,164,224,bounce_reflect_padding,truncate,0,0,164,labels_absolute/sample_007280.npy,labels_delta_displacement/sample_007280.npy,starts/sample_007280.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007281,sample_007281,veh5697,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007281.npy,217,224,bounce_reflect_padding,truncate,0,0,217,labels_absolute/sample_007281.npy,labels_delta_displacement/sample_007281.npy,starts/sample_007281.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_007282,sample_007282,veh5698,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007282.npy,92,224,bounce_reflect_padding,truncate,0,0,92,labels_absolute/sample_007282.npy,labels_delta_displacement/sample_007282.npy,starts/sample_007282.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007283,sample_007283,veh5699,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007283.npy,180,224,bounce_reflect_padding,truncate,0,0,180,labels_absolute/sample_007283.npy,labels_delta_displacement/sample_007283.npy,starts/sample_007283.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007284,sample_007284,veh57,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007284.npy,205,224,bounce_reflect_padding,truncate,0,0,205,labels_absolute/sample_007284.npy,labels_delta_displacement/sample_007284.npy,starts/sample_007284.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007285,sample_007285,veh570,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007285.npy,170,224,bounce_reflect_padding,truncate,0,0,170,labels_absolute/sample_007285.npy,labels_delta_displacement/sample_007285.npy,starts/sample_007285.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007286,sample_007286,veh5700,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007286.npy,223,224,bounce_reflect_padding,truncate,0,0,223,labels_absolute/sample_007286.npy,labels_delta_displacement/sample_007286.npy,starts/sample_007286.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007287,sample_007287,veh5701,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007287.npy,287,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007287.npy,labels_delta_displacement/sample_007287.npy,starts/sample_007287.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007288,sample_007288,veh5702,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007288.npy,130,224,bounce_reflect_padding,truncate,0,0,130,labels_absolute/sample_007288.npy,labels_delta_displacement/sample_007288.npy,starts/sample_007288.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007289,sample_007289,veh5703,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007289.npy,114,224,bounce_reflect_padding,truncate,0,0,114,labels_absolute/sample_007289.npy,labels_delta_displacement/sample_007289.npy,starts/sample_007289.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007290,sample_007290,veh5704,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007290.npy,203,224,bounce_reflect_padding,truncate,0,0,203,labels_absolute/sample_007290.npy,labels_delta_displacement/sample_007290.npy,starts/sample_007290.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007291,sample_007291,veh5705,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007291.npy,82,224,bounce_reflect_padding,truncate,0,0,82,labels_absolute/sample_007291.npy,labels_delta_displacement/sample_007291.npy,starts/sample_007291.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007292,sample_007292,veh5706,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007292.npy,318,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007292.npy,labels_delta_displacement/sample_007292.npy,starts/sample_007292.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007293,sample_007293,veh5707,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007293.npy,290,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007293.npy,labels_delta_displacement/sample_007293.npy,starts/sample_007293.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007294,sample_007294,veh5708,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007294.npy,103,224,bounce_reflect_padding,truncate,0,0,103,labels_absolute/sample_007294.npy,labels_delta_displacement/sample_007294.npy,starts/sample_007294.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007295,sample_007295,veh5709,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007295.npy,178,224,bounce_reflect_padding,truncate,0,0,178,labels_absolute/sample_007295.npy,labels_delta_displacement/sample_007295.npy,starts/sample_007295.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007296,sample_007296,veh571,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007296.npy,293,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007296.npy,labels_delta_displacement/sample_007296.npy,starts/sample_007296.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007297,sample_007297,veh5710,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007297.npy,163,224,bounce_reflect_padding,truncate,0,0,163,labels_absolute/sample_007297.npy,labels_delta_displacement/sample_007297.npy,starts/sample_007297.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007298,sample_007298,veh5711,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007298.npy,182,224,bounce_reflect_padding,truncate,0,0,182,labels_absolute/sample_007298.npy,labels_delta_displacement/sample_007298.npy,starts/sample_007298.npy,5.684341886080801e-13,delta_displacement_xy_regularized_224,valid,
sample_007299,sample_007299,veh5712,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007299.npy,204,224,bounce_reflect_padding,truncate,0,0,204,labels_absolute/sample_007299.npy,labels_delta_displacement/sample_007299.npy,starts/sample_007299.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007300,sample_007300,veh5713,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007300.npy,65,224,bounce_reflect_padding,truncate,0,0,65,labels_absolute/sample_007300.npy,labels_delta_displacement/sample_007300.npy,starts/sample_007300.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007301,sample_007301,veh5714,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007301.npy,110,224,bounce_reflect_padding,truncate,0,0,110,labels_absolute/sample_007301.npy,labels_delta_displacement/sample_007301.npy,starts/sample_007301.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007302,sample_007302,veh5715,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007302.npy,120,224,bounce_reflect_padding,truncate,0,0,120,labels_absolute/sample_007302.npy,labels_delta_displacement/sample_007302.npy,starts/sample_007302.npy,1.1368683772161603e-13,delta_displacement_xy_regularized_224,valid,
sample_007303,sample_007303,veh5716,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007303.npy,104,224,bounce_reflect_padding,truncate,0,0,104,labels_absolute/sample_007303.npy,labels_delta_displacement/sample_007303.npy,starts/sample_007303.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007304,sample_007304,veh5717,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007304.npy,197,224,bounce_reflect_padding,truncate,0,0,197,labels_absolute/sample_007304.npy,labels_delta_displacement/sample_007304.npy,starts/sample_007304.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007305,sample_007305,veh5718,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007305.npy,100,224,bounce_reflect_padding,truncate,0,0,100,labels_absolute/sample_007305.npy,labels_delta_displacement/sample_007305.npy,starts/sample_007305.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007306,sample_007306,veh5719,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007306.npy,205,224,bounce_reflect_padding,truncate,0,0,205,labels_absolute/sample_007306.npy,labels_delta_displacement/sample_007306.npy,starts/sample_007306.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007307,sample_007307,veh572,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007307.npy,75,224,bounce_reflect_padding,truncate,0,0,75,labels_absolute/sample_007307.npy,labels_delta_displacement/sample_007307.npy,starts/sample_007307.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007308,sample_007308,veh5720,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007308.npy,213,224,bounce_reflect_padding,truncate,0,0,213,labels_absolute/sample_007308.npy,labels_delta_displacement/sample_007308.npy,starts/sample_007308.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007309,sample_007309,veh5721,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007309.npy,78,224,bounce_reflect_padding,truncate,0,0,78,labels_absolute/sample_007309.npy,labels_delta_displacement/sample_007309.npy,starts/sample_007309.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007310,sample_007310,veh5722,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007310.npy,106,224,bounce_reflect_padding,truncate,0,0,106,labels_absolute/sample_007310.npy,labels_delta_displacement/sample_007310.npy,starts/sample_007310.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007311,sample_007311,veh5723,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007311.npy,111,224,bounce_reflect_padding,truncate,0,0,111,labels_absolute/sample_007311.npy,labels_delta_displacement/sample_007311.npy,starts/sample_007311.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007312,sample_007312,veh5724,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007312.npy,276,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007312.npy,labels_delta_displacement/sample_007312.npy,starts/sample_007312.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007313,sample_007313,veh5725,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007313.npy,288,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007313.npy,labels_delta_displacement/sample_007313.npy,starts/sample_007313.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007314,sample_007314,veh5726,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007314.npy,270,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007314.npy,labels_delta_displacement/sample_007314.npy,starts/sample_007314.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_007315,sample_007315,veh5727,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007315.npy,176,224,bounce_reflect_padding,truncate,0,0,176,labels_absolute/sample_007315.npy,labels_delta_displacement/sample_007315.npy,starts/sample_007315.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007316,sample_007316,veh5728,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007316.npy,191,224,bounce_reflect_padding,truncate,0,0,191,labels_absolute/sample_007316.npy,labels_delta_displacement/sample_007316.npy,starts/sample_007316.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_007317,sample_007317,veh5729,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007317.npy,176,224,bounce_reflect_padding,truncate,0,0,176,labels_absolute/sample_007317.npy,labels_delta_displacement/sample_007317.npy,starts/sample_007317.npy,4.547473508864641e-13,delta_displacement_xy_regularized_224,valid,
sample_007318,sample_007318,veh573,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007318.npy,160,224,bounce_reflect_padding,truncate,0,0,160,labels_absolute/sample_007318.npy,labels_delta_displacement/sample_007318.npy,starts/sample_007318.npy,1.1368683772161603e-13,delta_displacement_xy_regularized_224,valid,
sample_007319,sample_007319,veh5730,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007319.npy,70,224,bounce_reflect_padding,truncate,0,0,70,labels_absolute/sample_007319.npy,labels_delta_displacement/sample_007319.npy,starts/sample_007319.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007320,sample_007320,veh5731,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007320.npy,166,224,bounce_reflect_padding,truncate,0,0,166,labels_absolute/sample_007320.npy,labels_delta_displacement/sample_007320.npy,starts/sample_007320.npy,3.410605131648481e-13,delta_displacement_xy_regularized_224,valid,
sample_007321,sample_007321,veh5732,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007321.npy,71,224,bounce_reflect_padding,truncate,0,0,71,labels_absolute/sample_007321.npy,labels_delta_displacement/sample_007321.npy,starts/sample_007321.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007322,sample_007322,veh5733,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007322.npy,353,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007322.npy,labels_delta_displacement/sample_007322.npy,starts/sample_007322.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007323,sample_007323,veh5734,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007323.npy,229,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007323.npy,labels_delta_displacement/sample_007323.npy,starts/sample_007323.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007324,sample_007324,veh5735,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007324.npy,290,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007324.npy,labels_delta_displacement/sample_007324.npy,starts/sample_007324.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007325,sample_007325,veh5736,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007325.npy,200,224,bounce_reflect_padding,truncate,0,0,200,labels_absolute/sample_007325.npy,labels_delta_displacement/sample_007325.npy,starts/sample_007325.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007326,sample_007326,veh5737,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007326.npy,421,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007326.npy,labels_delta_displacement/sample_007326.npy,starts/sample_007326.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007327,sample_007327,veh5738,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007327.npy,230,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007327.npy,labels_delta_displacement/sample_007327.npy,starts/sample_007327.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_007328,sample_007328,veh5739,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007328.npy,129,224,bounce_reflect_padding,truncate,0,0,129,labels_absolute/sample_007328.npy,labels_delta_displacement/sample_007328.npy,starts/sample_007328.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007329,sample_007329,veh574,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007329.npy,199,224,bounce_reflect_padding,truncate,0,0,199,labels_absolute/sample_007329.npy,labels_delta_displacement/sample_007329.npy,starts/sample_007329.npy,5.115907697472721e-13,delta_displacement_xy_regularized_224,valid,
sample_007330,sample_007330,veh5740,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007330.npy,121,224,bounce_reflect_padding,truncate,0,0,121,labels_absolute/sample_007330.npy,labels_delta_displacement/sample_007330.npy,starts/sample_007330.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007331,sample_007331,veh5741,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007331.npy,321,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007331.npy,labels_delta_displacement/sample_007331.npy,starts/sample_007331.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_007332,sample_007332,veh5742,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007332.npy,231,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007332.npy,labels_delta_displacement/sample_007332.npy,starts/sample_007332.npy,5.684341886080801e-13,delta_displacement_xy_regularized_224,valid,
sample_007333,sample_007333,veh5743,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007333.npy,99,224,bounce_reflect_padding,truncate,0,0,99,labels_absolute/sample_007333.npy,labels_delta_displacement/sample_007333.npy,starts/sample_007333.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007334,sample_007334,veh5744,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007334.npy,41,224,bounce_reflect_padding,truncate,0,0,41,labels_absolute/sample_007334.npy,labels_delta_displacement/sample_007334.npy,starts/sample_007334.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007335,sample_007335,veh5745,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007335.npy,140,224,bounce_reflect_padding,truncate,0,0,140,labels_absolute/sample_007335.npy,labels_delta_displacement/sample_007335.npy,starts/sample_007335.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007336,sample_007336,veh5746,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007336.npy,170,224,bounce_reflect_padding,truncate,0,0,170,labels_absolute/sample_007336.npy,labels_delta_displacement/sample_007336.npy,starts/sample_007336.npy,6.821210263296962e-13,delta_displacement_xy_regularized_224,valid,
sample_007337,sample_007337,veh5747,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007337.npy,119,224,bounce_reflect_padding,truncate,0,0,119,labels_absolute/sample_007337.npy,labels_delta_displacement/sample_007337.npy,starts/sample_007337.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007338,sample_007338,veh5748,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007338.npy,260,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007338.npy,labels_delta_displacement/sample_007338.npy,starts/sample_007338.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007339,sample_007339,veh5749,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007339.npy,179,224,bounce_reflect_padding,truncate,0,0,179,labels_absolute/sample_007339.npy,labels_delta_displacement/sample_007339.npy,starts/sample_007339.npy,7.958078640513122e-13,delta_displacement_xy_regularized_224,valid,
sample_007340,sample_007340,veh575,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007340.npy,215,224,bounce_reflect_padding,truncate,0,0,215,labels_absolute/sample_007340.npy,labels_delta_displacement/sample_007340.npy,starts/sample_007340.npy,2.2737367544323206e-13,delta_displacement_xy_regularized_224,valid,
sample_007341,sample_007341,veh5750,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007341.npy,197,224,bounce_reflect_padding,truncate,0,0,197,labels_absolute/sample_007341.npy,labels_delta_displacement/sample_007341.npy,starts/sample_007341.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007342,sample_007342,veh5751,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007342.npy,74,224,bounce_reflect_padding,truncate,0,0,74,labels_absolute/sample_007342.npy,labels_delta_displacement/sample_007342.npy,starts/sample_007342.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007343,sample_007343,veh5752,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007343.npy,311,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007343.npy,labels_delta_displacement/sample_007343.npy,starts/sample_007343.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007344,sample_007344,veh5753,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007344.npy,209,224,bounce_reflect_padding,truncate,0,0,209,labels_absolute/sample_007344.npy,labels_delta_displacement/sample_007344.npy,starts/sample_007344.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007345,sample_007345,veh5754,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007345.npy,335,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007345.npy,labels_delta_displacement/sample_007345.npy,starts/sample_007345.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007346,sample_007346,veh5755,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007346.npy,357,224,truncate_first_224,truncate,0,0,224,labels_absolute/sample_007346.npy,labels_delta_displacement/sample_007346.npy,starts/sample_007346.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007347,sample_007347,veh5756,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007347.npy,117,224,bounce_reflect_padding,truncate,0,0,117,labels_absolute/sample_007347.npy,labels_delta_displacement/sample_007347.npy,starts/sample_007347.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007348,sample_007348,veh5757,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007348.npy,148,224,bounce_reflect_padding,truncate,0,0,148,labels_absolute/sample_007348.npy,labels_delta_displacement/sample_007348.npy,starts/sample_007348.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007349,sample_007349,veh5758,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007349.npy,182,224,bounce_reflect_padding,truncate,0,0,182,labels_absolute/sample_007349.npy,labels_delta_displacement/sample_007349.npy,starts/sample_007349.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007350,sample_007350,veh5759,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007350.npy,87,224,bounce_reflect_padding,truncate,0,0,87,labels_absolute/sample_007350.npy,labels_delta_displacement/sample_007350.npy,starts/sample_007350.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007351,sample_007351,veh576,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007351.npy,207,224,bounce_reflect_padding,truncate,0,0,207,labels_absolute/sample_007351.npy,labels_delta_displacement/sample_007351.npy,starts/sample_007351.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007352,sample_007352,veh5760,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007352.npy,125,224,bounce_reflect_padding,truncate,0,0,125,labels_absolute/sample_007352.npy,labels_delta_displacement/sample_007352.npy,starts/sample_007352.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007353,sample_007353,veh5761,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007353.npy,209,224,bounce_reflect_padding,truncate,0,0,209,labels_absolute/sample_007353.npy,labels_delta_displacement/sample_007353.npy,starts/sample_007353.npy,0.0,delta_displacement_xy_regularized_224,valid,
sample_007354,sample_007354,veh5762,/home/jliu/Thesis/week05/data/delta_displacement_paired/labels_absolute/sample_007354.npy,210,224,bounce_reflect_padding,truncate,0,0,210,labels_absolute/sample_007354.npy,labels_delta_displacement/sample_007354.npy,starts/sample_007354.npy,0.0,delta_displacement_xy_regularized_224,valid,
