sample_id,image_path,array_path,label_delta_displacement_path,label_absolute_path,start_path,encoding_method,coordinate_type,normalization_range,sign_lost_from_gasf_diagonal,initial_x,initial_y,delta_was_prepended_with_zero,dx_min,dx_max,dy_min,dy_max,x_min,x_max,y_min,y_max,valid_or_skipped,skip_reason
sample_001973,images/sample_001973.png,arrays/sample_001973.npy,labels_delta_displacement/sample_001973.npy,labels_absolute/sample_001973.npy,starts/sample_001973.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,265.67,493.03,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001974,images/sample_001974.png,arrays/sample_001974.npy,labels_delta_displacement/sample_001974.npy,labels_absolute/sample_001974.npy,starts/sample_001974.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,741.25,336.32,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001975,images/sample_001975.png,arrays/sample_001975.npy,labels_delta_displacement/sample_001975.npy,labels_absolute/sample_001975.npy,starts/sample_001975.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,602.62,438.6,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001976,images/sample_001976.png,arrays/sample_001976.npy,labels_delta_displacement/sample_001976.npy,labels_absolute/sample_001976.npy,starts/sample_001976.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1567.79,979.24,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001977,images/sample_001977.png,arrays/sample_001977.npy,labels_delta_displacement/sample_001977.npy,labels_absolute/sample_001977.npy,starts/sample_001977.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,547.22,1475.57,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001978,images/sample_001978.png,arrays/sample_001978.npy,labels_delta_displacement/sample_001978.npy,labels_absolute/sample_001978.npy,starts/sample_001978.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2270.11,933.22,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001979,images/sample_001979.png,arrays/sample_001979.npy,labels_delta_displacement/sample_001979.npy,labels_absolute/sample_001979.npy,starts/sample_001979.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,278.7,1760.24,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001980,images/sample_001980.png,arrays/sample_001980.npy,labels_delta_displacement/sample_001980.npy,labels_absolute/sample_001980.npy,starts/sample_001980.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,63.15,754.63,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001981,images/sample_001981.png,arrays/sample_001981.npy,labels_delta_displacement/sample_001981.npy,labels_absolute/sample_001981.npy,starts/sample_001981.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2085.9,1136.92,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001982,images/sample_001982.png,arrays/sample_001982.npy,labels_delta_displacement/sample_001982.npy,labels_absolute/sample_001982.npy,starts/sample_001982.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,887.89,186.53,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001983,images/sample_001983.png,arrays/sample_001983.npy,labels_delta_displacement/sample_001983.npy,labels_absolute/sample_001983.npy,starts/sample_001983.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,173.96,596.24,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001984,images/sample_001984.png,arrays/sample_001984.npy,labels_delta_displacement/sample_001984.npy,labels_absolute/sample_001984.npy,starts/sample_001984.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,887.89,186.53,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001985,images/sample_001985.png,arrays/sample_001985.npy,labels_delta_displacement/sample_001985.npy,labels_absolute/sample_001985.npy,starts/sample_001985.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1964.62,858.95,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001986,images/sample_001986.png,arrays/sample_001986.npy,labels_delta_displacement/sample_001986.npy,labels_absolute/sample_001986.npy,starts/sample_001986.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,560.24,1546.95,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001987,images/sample_001987.png,arrays/sample_001987.npy,labels_delta_displacement/sample_001987.npy,labels_absolute/sample_001987.npy,starts/sample_001987.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,741.25,336.32,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001988,images/sample_001988.png,arrays/sample_001988.npy,labels_delta_displacement/sample_001988.npy,labels_absolute/sample_001988.npy,starts/sample_001988.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,422.95,1461.88,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001989,images/sample_001989.png,arrays/sample_001989.npy,labels_delta_displacement/sample_001989.npy,labels_absolute/sample_001989.npy,starts/sample_001989.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,7.93,994.65,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001990,images/sample_001990.png,arrays/sample_001990.npy,labels_delta_displacement/sample_001990.npy,labels_absolute/sample_001990.npy,starts/sample_001990.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,501.75,1675.21,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001991,images/sample_001991.png,arrays/sample_001991.npy,labels_delta_displacement/sample_001991.npy,labels_absolute/sample_001991.npy,starts/sample_001991.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,434.88,457.29,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001992,images/sample_001992.png,arrays/sample_001992.npy,labels_delta_displacement/sample_001992.npy,labels_absolute/sample_001992.npy,starts/sample_001992.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,502.3,1685.79,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001993,images/sample_001993.png,arrays/sample_001993.npy,labels_delta_displacement/sample_001993.npy,labels_absolute/sample_001993.npy,starts/sample_001993.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2903.46,1369.93,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001994,images/sample_001994.png,arrays/sample_001994.npy,labels_delta_displacement/sample_001994.npy,labels_absolute/sample_001994.npy,starts/sample_001994.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,535.3,229.19,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001995,images/sample_001995.png,arrays/sample_001995.npy,labels_delta_displacement/sample_001995.npy,labels_absolute/sample_001995.npy,starts/sample_001995.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2417.39,1027.2,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001996,images/sample_001996.png,arrays/sample_001996.npy,labels_delta_displacement/sample_001996.npy,labels_absolute/sample_001996.npy,starts/sample_001996.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2685.19,1551.73,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001997,images/sample_001997.png,arrays/sample_001997.npy,labels_delta_displacement/sample_001997.npy,labels_absolute/sample_001997.npy,starts/sample_001997.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,590.43,285.51,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001998,images/sample_001998.png,arrays/sample_001998.npy,labels_delta_displacement/sample_001998.npy,labels_absolute/sample_001998.npy,starts/sample_001998.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1418.91,627.23,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_001999,images/sample_001999.png,arrays/sample_001999.npy,labels_delta_displacement/sample_001999.npy,labels_absolute/sample_001999.npy,starts/sample_001999.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1239.85,872.47,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002000,images/sample_002000.png,arrays/sample_002000.npy,labels_delta_displacement/sample_002000.npy,labels_absolute/sample_002000.npy,starts/sample_002000.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,741.25,336.32,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002001,images/sample_002001.png,arrays/sample_002001.npy,labels_delta_displacement/sample_002001.npy,labels_absolute/sample_002001.npy,starts/sample_002001.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,514.8,297.25,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002002,images/sample_002002.png,arrays/sample_002002.npy,labels_delta_displacement/sample_002002.npy,labels_absolute/sample_002002.npy,starts/sample_002002.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,774.21,1563.03,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002003,images/sample_002003.png,arrays/sample_002003.npy,labels_delta_displacement/sample_002003.npy,labels_absolute/sample_002003.npy,starts/sample_002003.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1119.13,1212.16,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002004,images/sample_002004.png,arrays/sample_002004.npy,labels_delta_displacement/sample_002004.npy,labels_absolute/sample_002004.npy,starts/sample_002004.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,470.9,1565.38,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002005,images/sample_002005.png,arrays/sample_002005.npy,labels_delta_displacement/sample_002005.npy,labels_absolute/sample_002005.npy,starts/sample_002005.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,590.44,30.71,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002006,images/sample_002006.png,arrays/sample_002006.npy,labels_delta_displacement/sample_002006.npy,labels_absolute/sample_002006.npy,starts/sample_002006.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1048.12,1269.82,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002007,images/sample_002007.png,arrays/sample_002007.npy,labels_delta_displacement/sample_002007.npy,labels_absolute/sample_002007.npy,starts/sample_002007.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,311.09,1058.43,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002008,images/sample_002008.png,arrays/sample_002008.npy,labels_delta_displacement/sample_002008.npy,labels_absolute/sample_002008.npy,starts/sample_002008.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2280.74,1429.1,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002009,images/sample_002009.png,arrays/sample_002009.npy,labels_delta_displacement/sample_002009.npy,labels_absolute/sample_002009.npy,starts/sample_002009.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,302.84,440.41,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002010,images/sample_002010.png,arrays/sample_002010.npy,labels_delta_displacement/sample_002010.npy,labels_absolute/sample_002010.npy,starts/sample_002010.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2027.8,1194.96,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002011,images/sample_002011.png,arrays/sample_002011.npy,labels_delta_displacement/sample_002011.npy,labels_absolute/sample_002011.npy,starts/sample_002011.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,367.34,821.44,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002012,images/sample_002012.png,arrays/sample_002012.npy,labels_delta_displacement/sample_002012.npy,labels_absolute/sample_002012.npy,starts/sample_002012.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,156.19,303.54,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002013,images/sample_002013.png,arrays/sample_002013.npy,labels_delta_displacement/sample_002013.npy,labels_absolute/sample_002013.npy,starts/sample_002013.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1237.98,1064.75,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002014,images/sample_002014.png,arrays/sample_002014.npy,labels_delta_displacement/sample_002014.npy,labels_absolute/sample_002014.npy,starts/sample_002014.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,5.39,978.65,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002015,images/sample_002015.png,arrays/sample_002015.npy,labels_delta_displacement/sample_002015.npy,labels_absolute/sample_002015.npy,starts/sample_002015.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2498.12,1230.33,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002016,images/sample_002016.png,arrays/sample_002016.npy,labels_delta_displacement/sample_002016.npy,labels_absolute/sample_002016.npy,starts/sample_002016.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,470.9,1565.38,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002017,images/sample_002017.png,arrays/sample_002017.npy,labels_delta_displacement/sample_002017.npy,labels_absolute/sample_002017.npy,starts/sample_002017.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,514.57,1752.38,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002018,images/sample_002018.png,arrays/sample_002018.npy,labels_delta_displacement/sample_002018.npy,labels_absolute/sample_002018.npy,starts/sample_002018.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,553.61,500.55,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002019,images/sample_002019.png,arrays/sample_002019.npy,labels_delta_displacement/sample_002019.npy,labels_absolute/sample_002019.npy,starts/sample_002019.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,742.88,1576.57,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002020,images/sample_002020.png,arrays/sample_002020.npy,labels_delta_displacement/sample_002020.npy,labels_absolute/sample_002020.npy,starts/sample_002020.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,295.75,527.7,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002021,images/sample_002021.png,arrays/sample_002021.npy,labels_delta_displacement/sample_002021.npy,labels_absolute/sample_002021.npy,starts/sample_002021.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,38.44,1314.23,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002022,images/sample_002022.png,arrays/sample_002022.npy,labels_delta_displacement/sample_002022.npy,labels_absolute/sample_002022.npy,starts/sample_002022.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,600.32,286.03,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002023,images/sample_002023.png,arrays/sample_002023.npy,labels_delta_displacement/sample_002023.npy,labels_absolute/sample_002023.npy,starts/sample_002023.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1750.95,1734.18,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002024,images/sample_002024.png,arrays/sample_002024.npy,labels_delta_displacement/sample_002024.npy,labels_absolute/sample_002024.npy,starts/sample_002024.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2417.39,1027.2,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002025,images/sample_002025.png,arrays/sample_002025.npy,labels_delta_displacement/sample_002025.npy,labels_absolute/sample_002025.npy,starts/sample_002025.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,654.17,206.73,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002026,images/sample_002026.png,arrays/sample_002026.npy,labels_delta_displacement/sample_002026.npy,labels_absolute/sample_002026.npy,starts/sample_002026.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,481.98,1596.73,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002027,images/sample_002027.png,arrays/sample_002027.npy,labels_delta_displacement/sample_002027.npy,labels_absolute/sample_002027.npy,starts/sample_002027.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,188.83,1253.84,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002028,images/sample_002028.png,arrays/sample_002028.npy,labels_delta_displacement/sample_002028.npy,labels_absolute/sample_002028.npy,starts/sample_002028.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,602.62,438.6,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002029,images/sample_002029.png,arrays/sample_002029.npy,labels_delta_displacement/sample_002029.npy,labels_absolute/sample_002029.npy,starts/sample_002029.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,250.08,596.32,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002030,images/sample_002030.png,arrays/sample_002030.npy,labels_delta_displacement/sample_002030.npy,labels_absolute/sample_002030.npy,starts/sample_002030.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,301.81,1626.95,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002031,images/sample_002031.png,arrays/sample_002031.npy,labels_delta_displacement/sample_002031.npy,labels_absolute/sample_002031.npy,starts/sample_002031.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,518.09,1192.4,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002032,images/sample_002032.png,arrays/sample_002032.npy,labels_delta_displacement/sample_002032.npy,labels_absolute/sample_002032.npy,starts/sample_002032.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1045.43,1298.8,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002033,images/sample_002033.png,arrays/sample_002033.npy,labels_delta_displacement/sample_002033.npy,labels_absolute/sample_002033.npy,starts/sample_002033.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1008.79,541.51,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002034,images/sample_002034.png,arrays/sample_002034.npy,labels_delta_displacement/sample_002034.npy,labels_absolute/sample_002034.npy,starts/sample_002034.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1059.46,877.34,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002035,images/sample_002035.png,arrays/sample_002035.npy,labels_delta_displacement/sample_002035.npy,labels_absolute/sample_002035.npy,starts/sample_002035.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1099.6,1036.2,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002036,images/sample_002036.png,arrays/sample_002036.npy,labels_delta_displacement/sample_002036.npy,labels_absolute/sample_002036.npy,starts/sample_002036.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,638.5,93.79,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002037,images/sample_002037.png,arrays/sample_002037.npy,labels_delta_displacement/sample_002037.npy,labels_absolute/sample_002037.npy,starts/sample_002037.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,887.89,186.53,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002038,images/sample_002038.png,arrays/sample_002038.npy,labels_delta_displacement/sample_002038.npy,labels_absolute/sample_002038.npy,starts/sample_002038.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,887.59,730.92,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002039,images/sample_002039.png,arrays/sample_002039.npy,labels_delta_displacement/sample_002039.npy,labels_absolute/sample_002039.npy,starts/sample_002039.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,1247.13,250.45,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002040,images/sample_002040.png,arrays/sample_002040.npy,labels_delta_displacement/sample_002040.npy,labels_absolute/sample_002040.npy,starts/sample_002040.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,92.49,591.66,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002041,images/sample_002041.png,arrays/sample_002041.npy,labels_delta_displacement/sample_002041.npy,labels_absolute/sample_002041.npy,starts/sample_002041.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,2026.45,1123.3,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002042,images/sample_002042.png,arrays/sample_002042.npy,labels_delta_displacement/sample_002042.npy,labels_absolute/sample_002042.npy,starts/sample_002042.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,481.98,1596.73,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002043,images/sample_002043.png,arrays/sample_002043.npy,labels_delta_displacement/sample_002043.npy,labels_absolute/sample_002043.npy,starts/sample_002043.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,792.49,136.76,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002044,images/sample_002044.png,arrays/sample_002044.npy,labels_delta_displacement/sample_002044.npy,labels_absolute/sample_002044.npy,starts/sample_002044.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,479.42,417.22,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
sample_002045,images/sample_002045.png,arrays/sample_002045.npy,labels_delta_displacement/sample_002045.npy,labels_absolute/sample_002045.npy,starts/sample_002045.npy,GASF_dx_GASF_dy_start_heatmap_neg11,delta_displacement_xy,"[-1,1]",True,713.5,80.39,False,-34.42000000000007,34.38999999999987,-34.8599999999999,33.629999999999995,2.32,2953.0,7.41,1783.03,valid,
